snapshot_date,cohort,program,start_date,days_to_start,currently_enrolled,new_enrolled,transfer_enrolled,reenroll_enrolled,wbh_count,vip_count,p_fa_count,p_va_count,p_acc_count,p_adm_count,untagged_count,cold_count,new_untagged_count,transferred_in_count,weekly_velocity,total_ever_enrolled,cancelled_total,cancelled_gone,cancelled_moved_later,high_water_enrolled,proj_low,proj_mid,proj_high,projection_basis,expected_weekly_velocity,velocity_vs_historical
2026-07-13,NDT568,NDT-Day,2026-08-03,21,104,84,18,0,1,8,3,0,0,3,91,41,50,18,56,,,,,104,4,7,9,"medium-14-30: blend(accum=10, tier_mid=3.5); WBH=1,VIP=8,Priority=6",0.45937499999999964,above
2026-07-13,NDT568NC,NDT-Night,2026-08-03,21,11,3,8,0,1,9,1,0,1,0,1,1,0,8,3,,,,,11,4,7,9,"medium-14-30: blend(accum=10, tier_mid=3.8); WBH=1,VIP=9,Priority=2",0.5249999999999995,above
2026-07-13,NDT569,NDT-Day,2026-09-08,57,17,8,9,0,0,1,0,0,1,0,16,12,4,9,5,,,,,17,12,16,21,"far-30+: accum_fill@57d=0.43, raw_proj=27.5, capped@2.5x_pos_avg, blended_with_pos_avg=16.5 (prior_weight=0.67)",0.8250000000000002,above
2026-07-13,NDT570,NDT-Day,2026-10-13,92,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,,,,,1,6,8,10,"far-30+: accum_fill@92d=0.10, raw_proj=10.0, blended_with_pos_avg=8.0 (prior_weight=0.67)",0.0,unknown
2026-07-13,NDT570NC,NDT-Night,2026-10-13,92,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,,,,,1,5,7,10,"far-30+: accum_fill@92d=0.10, raw_proj=10.0, blended_with_pos_avg=7.3 (prior_weight=0.67)",0.0,unknown
2026-07-13,NDT571,NDT-Day,2026-11-16,126,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,,,,,1,6,9,11,"far-30+: accum_fill@126d=0.10, raw_proj=10.0, blended_with_pos_avg=8.7 (prior_weight=0.67)",0.0,unknown
2026-07-13,NDT572,NDT-Day,2027-01-04,175,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,,,,,1,4,6,8,"far-30+: accum_fill@175d=0.10, raw_proj=10.0, blended_with_pos_avg=6.0 (prior_weight=0.67)",0.0,unknown
2026-07-13,NDT572NC,NDT-Night,2027-01-04,175,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,,,,,1,2,3,4,"far-30+: accum_fill@175d=0.10, raw_proj=5.0, capped@2.5x_pos_avg, blended_with_pos_avg=3.0 (prior_weight=0.67)",0.0,unknown
2026-07-13,NDT573,NDT-Day,2027-02-08,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,4,5,7,"far-30+: accum_fill@210d=0.10, raw_proj=0.0, blended_with_pos_avg=5.3 (prior_weight=0.67)",0.0,unknown
2026-07-13,NDT574,NDT-Day,2027-03-15,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,2,3,4,"far-30+: accum_fill@245d=0.10, raw_proj=0.0, blended_with_pos_avg=3.3 (prior_weight=0.67)",0.0,unknown
