snapshot_date,cohort,program,start_date,days_to_start,currently_enrolled,new_enrolled,transfer_enrolled,reenroll_enrolled,wbh_count,vip_count,p_fa_count,p_va_count,p_acc_count,p_adm_count,untagged_count,cold_count,new_untagged_count,transferred_in_count,weekly_velocity,total_ever_enrolled,cancelled_total,cancelled_gone,cancelled_moved_later,high_water_enrolled,proj_low,proj_mid,proj_high,projection_basis,expected_weekly_velocity,velocity_vs_historical
2026-06-12,NDT567,NDT-Day,2026-06-29,17,96,78,17,0,10,13,3,0,0,0,73,27,46,18,33,,,,,96,10,15,18,"medium-14-30: blend(accum=18, tier_mid=12.0); WBH=10,VIP=13,Priority=3",0.7874999999999996,above
2026-06-12,NDT568,NDT-Day,2026-08-03,52,45,39,6,0,0,1,1,0,1,0,42,17,25,6,26,,,,,45,8,10,13,"far-30+: accum_fill@52d=0.49, raw_proj=17.5, capped@2.5x_pos_avg, blended_with_pos_avg=10.5 (prior_weight=0.67)",0.5716666666666663,above
2026-06-12,NDT568NC,NDT-Night,2026-08-03,52,5,2,3,0,0,3,0,0,0,0,2,1,1,3,2,,,,,5,6,9,11,"far-30+: accum_fill@52d=0.49, raw_proj=10.1, blended_with_pos_avg=8.7 (prior_weight=0.67)",0.6533333333333329,above
2026-06-12,NDT569,NDT-Day,2026-09-08,88,6,4,2,0,0,0,0,0,0,0,6,1,5,2,5,,,,,6,12,16,21,"far-30+: accum_fill@88d=0.12, raw_proj=27.5, capped@2.5x_pos_avg, blended_with_pos_avg=16.5 (prior_weight=0.67)",0.2199999999999993,above
2026-06-12,NDT570,NDT-Day,2026-10-13,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,3,5,6,"far-30+: accum_fill@123d=0.10, raw_proj=0.0, blended_with_pos_avg=4.7 (prior_weight=0.67)",0.0,unknown
2026-06-12,NDT570NC,NDT-Night,2026-10-13,123,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,,,,,1,5,7,10,"far-30+: accum_fill@123d=0.10, raw_proj=10.0, blended_with_pos_avg=7.3 (prior_weight=0.67)",0.0,unknown
2026-06-12,NDT571,NDT-Day,2026-11-16,157,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,,,,,1,6,9,11,"far-30+: accum_fill@157d=0.10, raw_proj=10.0, blended_with_pos_avg=8.7 (prior_weight=0.67)",0.0,unknown
2026-06-12,NDT572,NDT-Day,2027-01-04,206,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,,,,,1,4,6,8,"far-30+: accum_fill@206d=0.10, raw_proj=10.0, blended_with_pos_avg=6.0 (prior_weight=0.67)",0.0,unknown
2026-06-12,NDT572NC,NDT-Night,2027-01-04,206,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,,,,,1,2,3,4,"far-30+: accum_fill@206d=0.10, raw_proj=5.0, capped@2.5x_pos_avg, blended_with_pos_avg=3.0 (prior_weight=0.67)",0.0,unknown
2026-06-12,NDT573,NDT-Day,2027-02-08,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,4,5,7,"far-30+: accum_fill@241d=0.10, raw_proj=0.0, blended_with_pos_avg=5.3 (prior_weight=0.67)",0.0,unknown
2026-06-12,NDT574,NDT-Day,2027-03-15,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,2,3,4,"far-30+: accum_fill@276d=0.10, raw_proj=0.0, blended_with_pos_avg=3.3 (prior_weight=0.67)",0.0,unknown
