snapshot_date,cohort,program,start_date,days_to_start,currently_enrolled,new_enrolled,transfer_enrolled,reenroll_enrolled,wbh_count,vip_count,p_fa_count,p_va_count,p_acc_count,p_adm_count,untagged_count,cold_count,new_untagged_count,transferred_in_count,weekly_velocity,total_ever_enrolled,cancelled_total,cancelled_gone,cancelled_moved_later,high_water_enrolled,proj_low,proj_mid,proj_high,projection_basis,expected_weekly_velocity,velocity_vs_historical
2026-06-01,NDT567,NDT-Day,2026-06-29,28,60,46,14,0,3,9,5,0,0,0,47,31,16,14,21,,,,,60,8,12,15,"medium-14-30: blend(accum=18, tier_mid=5.3); WBH=3,VIP=9,Priority=5",0.9250000000000007,above
2026-06-01,NDT568,NDT-Day,2026-08-03,63,19,14,5,0,0,0,1,0,0,0,18,17,1,5,1,,,,,19,8,10,13,"far-30+: accum_fill@63d=0.37, raw_proj=17.5, capped@2.5x_pos_avg, blended_with_pos_avg=10.5 (prior_weight=0.67)",0.48999999999999977,above
2026-06-01,NDT568NC,NDT-Night,2026-08-03,63,3,0,3,0,0,0,0,0,0,0,3,1,2,3,2,,,,,3,6,8,10,"far-30+: accum_fill@63d=0.37, raw_proj=8.1, blended_with_pos_avg=8.0 (prior_weight=0.67)",0.56,above
2026-06-01,NDT569,NDT-Day,2026-09-08,99,2,1,1,0,0,0,0,0,0,0,2,2,0,1,0,,,,,2,10,14,18,"far-30+: accum_fill@99d=0.10, raw_proj=20.0, blended_with_pos_avg=14.0 (prior_weight=0.67)",0.0,unknown
2026-06-01,NDT570,NDT-Day,2026-10-13,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,3,5,6,"far-30+: accum_fill@134d=0.10, raw_proj=0.0, blended_with_pos_avg=4.7 (prior_weight=0.67)",0.0,unknown
2026-06-01,NDT570NC,NDT-Night,2026-10-13,134,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,,,,,1,5,7,10,"far-30+: accum_fill@134d=0.10, raw_proj=10.0, blended_with_pos_avg=7.3 (prior_weight=0.67)",0.0,unknown
2026-06-01,NDT571,NDT-Day,2026-11-16,168,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,,,,,1,6,9,11,"far-30+: accum_fill@168d=0.10, raw_proj=10.0, blended_with_pos_avg=8.7 (prior_weight=0.67)",0.0,unknown
2026-06-01,NDT572,NDT-Day,2027-01-04,217,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,,,,,1,4,6,8,"far-30+: accum_fill@217d=0.10, raw_proj=10.0, blended_with_pos_avg=6.0 (prior_weight=0.67)",0.0,unknown
2026-06-01,NDT572NC,NDT-Night,2027-01-04,217,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,,,,,1,2,3,4,"far-30+: accum_fill@217d=0.10, raw_proj=5.0, capped@2.5x_pos_avg, blended_with_pos_avg=3.0 (prior_weight=0.67)",0.0,unknown
2026-06-01,NDT573,NDT-Day,2027-02-08,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,4,5,7,"far-30+: accum_fill@252d=0.10, raw_proj=0.0, blended_with_pos_avg=5.3 (prior_weight=0.67)",0.0,unknown
2026-06-01,NDT574,NDT-Day,2027-03-15,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,2,3,4,"far-30+: accum_fill@287d=0.10, raw_proj=0.0, blended_with_pos_avg=3.3 (prior_weight=0.67)",0.0,unknown
2026-06-01,NDT574NC,NDT-Night,2027-03-15,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,1,2,3,"far-30+: accum_fill@287d=0.10, raw_proj=0.0, blended_with_pos_avg=2.0 (prior_weight=0.67)",0.0,unknown
2026-06-01,NDT575,NDT-Day,2027-04-19,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,3,4,5,"far-30+: accum_fill@322d=0.10, raw_proj=0.0, blended_with_pos_avg=4.0 (prior_weight=0.67)",0.0,unknown
2026-06-01,UDT567,UDT,2026-06-29,28,57,36,21,0,5,13,8,0,4,0,36,21,15,21,21,,,,,57,10,15,19,"medium-14-30: blend(accum=22, tier_mid=8.2); WBH=5,VIP=13,Priority=12",1.15625,above
2026-06-01,UDT568,UDT,2026-08-03,63,33,15,18,0,0,4,4,1,1,0,27,24,3,18,2,,,,,33,16,21,26,"far-30+: accum_fill@63d=0.37, raw_proj=35.0, capped@2.5x_pos_avg, blended_with_pos_avg=21.0 (prior_weight=0.67)",0.9799999999999995,above
2026-06-01,UDT569,UDT,2026-09-08,99,6,0,5,0,0,0,0,0,0,0,6,5,1,5,1,,,,,6,26,34,43,"far-30+: accum_fill@99d=0.10, raw_proj=57.5, capped@2.5x_pos_avg, blended_with_pos_avg=34.5 (prior_weight=0.67)",0.0,unknown
2026-06-01,UDT570,UDT,2026-10-13,134,4,0,4,0,0,0,2,0,0,0,2,2,0,4,0,,,,,4,20,27,33,"far-30+: accum_fill@134d=0.10, raw_proj=40.0, blended_with_pos_avg=26.7 (prior_weight=0.67)",0.0,unknown
2026-06-01,UDT571,UDT,2026-11-16,168,3,0,3,0,0,0,1,0,0,0,2,2,0,3,0,,,,,3,16,21,26,"far-30+: accum_fill@168d=0.10, raw_proj=30.0, blended_with_pos_avg=20.7 (prior_weight=0.67)",0.0,unknown
2026-06-01,UDT572,UDT,2027-01-04,217,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,,,,,1,11,15,18,"far-30+: accum_fill@217d=0.10, raw_proj=10.0, blended_with_pos_avg=14.7 (prior_weight=0.67)",0.0,unknown
2026-06-01,UDT573,UDT,2027-02-08,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,4,5,6,"far-30+: accum_fill@252d=0.10, raw_proj=0.0, blended_with_pos_avg=4.7 (prior_weight=0.67)",0.0,unknown
2026-06-01,UDT574,UDT,2027-03-15,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,7,9,12,"far-30+: accum_fill@287d=0.10, raw_proj=0.0, blended_with_pos_avg=9.3 (prior_weight=0.67)",0.0,unknown
2026-06-01,UDT575,UDT,2027-04-19,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,5,7,8,"far-30+: accum_fill@322d=0.10, raw_proj=0.0, blended_with_pos_avg=6.7 (prior_weight=0.67)",0.0,unknown
