snapshot_date,cohort,program,start_date,days_to_start,currently_enrolled,new_enrolled,transfer_enrolled,reenroll_enrolled,wbh_count,vip_count,p_fa_count,p_va_count,p_acc_count,p_adm_count,untagged_count,cold_count,new_untagged_count,transferred_in_count,weekly_velocity,total_ever_enrolled,cancelled_total,cancelled_gone,cancelled_moved_later,high_water_enrolled,proj_low,proj_mid,proj_high,projection_basis,expected_weekly_velocity,velocity_vs_historical
2026-08-28,NDT569,NDT-Day,2026-09-08,11,228,213,14,0,14,11,3,3,2,0,203,111,92,15,40,,,,,255,12,14,18,"near-<14: WBH(14)×0.86 floor, VIP(11)×0.22 + Priority(8)×0.40 upside",0.6482142857142854,above
2026-08-28,NDT570,NDT-Day,2026-10-13,46,78,69,9,0,1,5,1,0,0,0,72,2,70,9,20,,,,,78,7,10,14,"far-30+: accum_fill@46d=0.56, raw_proj=17.5, capped@2.5x_pos_avg, blended_with_pos_avg=10.5 (prior_weight=0.67)",0.5716666666666663,above
2026-08-28,NDT570NC,NDT-Night,2026-10-13,46,6,1,4,0,0,3,1,0,0,0,3,2,1,5,1,,,,,6,6,8,9,"far-30+: accum_fill@46d=0.56, raw_proj=10.7, blended_with_pos_avg=7.6 (prior_weight=0.67)",0.48999999999999977,above
2026-08-28,NDT571,NDT-Day,2026-11-16,80,6,0,6,0,0,1,1,0,0,0,5,2,3,6,3,,,,,6,8,12,16,"far-30+: accum_fill@80d=0.20, raw_proj=20.0, capped@2.5x_pos_avg, blended_with_pos_avg=12.0 (prior_weight=0.67)",0.5600000000000003,above
2026-08-28,NDT572,NDT-Day,2027-01-04,129,2,0,2,0,0,0,0,0,0,0,2,1,1,2,0,,,,,2,4,6,8,"far-30+: accum_fill@129d=0.10, raw_proj=10.0, capped@2.5x_pos_avg, blended_with_pos_avg=6.0 (prior_weight=0.67)",0.0,unknown
2026-08-28,NDT572NC,NDT-Night,2027-01-04,129,4,0,4,0,0,0,0,0,0,0,4,3,1,4,1,,,,,4,2,3,4,"far-30+: accum_fill@129d=0.10, raw_proj=5.0, capped@2.5x_pos_avg, blended_with_pos_avg=3.0 (prior_weight=0.67)",0.0,unknown
2026-08-28,NDT573,NDT-Day,2027-02-08,164,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,,,,,1,6,9,11,"far-30+: accum_fill@164d=0.10, raw_proj=10.0, blended_with_pos_avg=8.7 (prior_weight=0.67)",0.0,unknown
2026-08-28,NDT574,NDT-Day,2027-03-15,199,2,0,2,0,0,0,0,0,0,0,2,0,2,2,1,,,,,2,5,8,10,"far-30+: accum_fill@199d=0.10, raw_proj=12.5, capped@2.5x_pos_avg, blended_with_pos_avg=7.5 (prior_weight=0.67)",0.0,unknown
2026-08-28,NDT574NC,NDT-Night,2027-03-15,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,1,2,3,"far-30+: accum_fill@199d=0.10, raw_proj=0.0, blended_with_pos_avg=2.0 (prior_weight=0.67)",0.0,unknown
2026-08-28,NDT575,NDT-Day,2027-04-19,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,3,4,5,"far-30+: accum_fill@234d=0.10, raw_proj=0.0, blended_with_pos_avg=4.0 (prior_weight=0.67)",0.0,unknown
2026-08-28,UDT569,UDT,2026-09-08,11,95,80,15,0,15,16,4,2,0,0,64,37,27,15,15,,,,,118,13,16,19,"near-<14: WBH(15)×0.86 floor, VIP(16)×0.22 + Priority(6)×0.40 upside",1.355357142857141,above
2026-08-28,UDT570,UDT,2026-10-13,46,92,62,30,0,3,18,8,1,9,0,62,11,51,30,18,,,,,92,22,30,38,"far-30+: accum_fill@46d=0.56, raw_proj=50.0, capped@2.5x_pos_avg, blended_with_pos_avg=30.0 (prior_weight=0.67)",1.6333333333333346,above
2026-08-28,UDT571,UDT,2026-11-16,80,7,3,4,0,0,1,2,0,0,0,5,3,2,4,2,,,,,7,16,22,28,"far-30+: accum_fill@80d=0.20, raw_proj=35.0, blended_with_pos_avg=22.3 (prior_weight=0.67)",1.1200000000000006,above
2026-08-28,UDT572,UDT,2027-01-04,129,16,3,13,0,0,0,0,0,0,0,16,10,6,13,4,,,,,16,19,26,32,"far-30+: accum_fill@129d=0.10, raw_proj=42.5, capped@2.5x_pos_avg, blended_with_pos_avg=25.5 (prior_weight=0.67)",0.0,unknown
2026-08-28,UDT573,UDT,2027-02-08,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,3,5,6,"far-30+: accum_fill@164d=0.10, raw_proj=0.0, blended_with_pos_avg=4.7 (prior_weight=0.67)",0.0,unknown
2026-08-28,UDT574,UDT,2027-03-15,199,4,0,4,0,0,0,0,0,0,0,4,4,0,4,0,,,,,4,15,21,27,"far-30+: accum_fill@199d=0.10, raw_proj=35.0, capped@2.5x_pos_avg, blended_with_pos_avg=21.0 (prior_weight=0.67)",0.0,unknown
2026-08-28,UDT575,UDT,2027-04-19,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,5,7,8,"far-30+: accum_fill@234d=0.10, raw_proj=0.0, blended_with_pos_avg=6.7 (prior_weight=0.67)",0.0,unknown
