snapshot_date,cohort,program,start_date,days_to_start,currently_enrolled,new_enrolled,transfer_enrolled,reenroll_enrolled,wbh_count,vip_count,p_fa_count,p_va_count,p_acc_count,p_adm_count,untagged_count,cold_count,new_untagged_count,transferred_in_count,weekly_velocity,total_ever_enrolled,cancelled_total,cancelled_gone,cancelled_moved_later,high_water_enrolled,proj_low,proj_mid,proj_high,projection_basis,expected_weekly_velocity,velocity_vs_historical
2026-08-10,NDT569,NDT-Day,2026-09-08,29,87,69,18,0,4,5,0,0,2,0,78,28,50,18,15,,,,,87,8,10,13,"medium-14-30: blend(accum=16, tier_mid=4.5); WBH=4,VIP=5,Priority=2",0.8731249999999999,above
2026-08-10,NDT570,NDT-Day,2026-10-13,64,2,0,2,0,0,0,0,0,0,0,2,1,1,2,1,,,,,2,5,7,8,"far-30+: accum_fill@64d=0.36, raw_proj=5.6, blended_with_pos_avg=6.5 (prior_weight=0.67)",0.4900000000000002,above
2026-08-10,NDT570NC,NDT-Night,2026-10-13,64,2,0,2,0,0,0,0,0,0,0,2,0,2,2,0,,,,,2,4,6,7,"far-30+: accum_fill@64d=0.36, raw_proj=5.6, blended_with_pos_avg=5.9 (prior_weight=0.67)",0.4200000000000004,below
2026-08-10,NDT571,NDT-Day,2026-11-16,98,2,0,2,0,0,0,0,0,0,0,2,1,1,2,1,,,,,2,8,12,16,"far-30+: accum_fill@98d=0.10, raw_proj=20.0, blended_with_pos_avg=12.0 (prior_weight=0.67)",0.0,unknown
2026-08-10,NDT572,NDT-Day,2027-01-04,147,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,,,,,1,4,6,8,"far-30+: accum_fill@147d=0.10, raw_proj=10.0, blended_with_pos_avg=6.0 (prior_weight=0.67)",0.0,unknown
2026-08-10,NDT572NC,NDT-Night,2027-01-04,147,3,0,3,0,0,0,0,0,0,0,3,3,0,3,0,,,,,3,2,3,4,"far-30+: accum_fill@147d=0.10, raw_proj=5.0, capped@2.5x_pos_avg, blended_with_pos_avg=3.0 (prior_weight=0.67)",0.0,unknown
2026-08-10,NDT573,NDT-Day,2027-02-08,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,4,5,7,"far-30+: accum_fill@182d=0.10, raw_proj=0.0, blended_with_pos_avg=5.3 (prior_weight=0.67)",0.0,unknown
2026-08-10,NDT574,NDT-Day,2027-03-15,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,2,3,4,"far-30+: accum_fill@217d=0.10, raw_proj=0.0, blended_with_pos_avg=3.3 (prior_weight=0.67)",0.0,unknown
2026-08-10,NDT574NC,NDT-Night,2027-03-15,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,1,2,3,"far-30+: accum_fill@217d=0.10, raw_proj=0.0, blended_with_pos_avg=2.0 (prior_weight=0.67)",0.0,unknown
2026-08-10,NDT575,NDT-Day,2027-04-19,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,3,4,5,"far-30+: accum_fill@252d=0.10, raw_proj=0.0, blended_with_pos_avg=4.0 (prior_weight=0.67)",0.0,unknown
2026-08-10,UDT569,UDT,2026-09-08,29,83,62,21,0,4,12,1,1,3,2,63,40,23,21,16,,,,,83,14,20,26,"medium-14-30: blend(accum=34, tier_mid=6.1); WBH=4,VIP=12,Priority=7",1.8256249999999987,above
2026-08-10,UDT570,UDT,2026-10-13,64,19,2,16,0,0,2,4,1,0,0,14,8,6,17,3,,,,,19,22,30,38,"far-30+: accum_fill@64d=0.36, raw_proj=50.0, capped@2.5x_pos_avg, blended_with_pos_avg=30.0 (prior_weight=0.67)",1.3999999999999995,above
2026-08-10,UDT571,UDT,2026-11-16,98,4,1,3,0,0,0,1,0,0,0,3,3,0,3,0,,,,,4,18,24,30,"far-30+: accum_fill@98d=0.10, raw_proj=40.0, blended_with_pos_avg=24.0 (prior_weight=0.67)",0.0,unknown
2026-08-10,UDT572,UDT,2027-01-04,147,9,1,7,0,0,0,0,0,0,0,9,4,5,7,4,,,,,9,19,26,32,"far-30+: accum_fill@147d=0.10, raw_proj=42.5, capped@2.5x_pos_avg, blended_with_pos_avg=25.5 (prior_weight=0.67)",0.0,unknown
2026-08-10,UDT573,UDT,2027-02-08,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,3,5,6,"far-30+: accum_fill@182d=0.10, raw_proj=0.0, blended_with_pos_avg=4.7 (prior_weight=0.67)",0.0,unknown
2026-08-10,UDT574,UDT,2027-03-15,217,4,0,4,0,0,0,0,0,0,0,4,2,2,4,2,,,,,4,15,21,27,"far-30+: accum_fill@217d=0.10, raw_proj=35.0, capped@2.5x_pos_avg, blended_with_pos_avg=21.0 (prior_weight=0.67)",0.0,unknown
2026-08-10,UDT575,UDT,2027-04-19,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,5,7,8,"far-30+: accum_fill@252d=0.10, raw_proj=0.0, blended_with_pos_avg=6.7 (prior_weight=0.67)",0.0,unknown
