snapshot_date,cohort,program,start_date,days_to_start,currently_enrolled,new_enrolled,transfer_enrolled,reenroll_enrolled,wbh_count,vip_count,p_fa_count,p_va_count,p_acc_count,p_adm_count,untagged_count,cold_count,new_untagged_count,transferred_in_count,weekly_velocity,total_ever_enrolled,cancelled_total,cancelled_gone,cancelled_moved_later,high_water_enrolled,proj_low,proj_mid,proj_high,projection_basis,expected_weekly_velocity,velocity_vs_historical
2026-05-26,NDT567,NDT-Day,2026-06-29,34,42,31,11,0,3,3,6,0,0,0,35,33,2,11,0,,,,,44,13,18,23,"far-30+: accum_fill@34d=0.70, raw_proj=30.0, capped@2.5x_pos_avg, blended_with_pos_avg=18.0 (prior_weight=0.67)",0.9800000000000004,below
2026-05-26,NDT568,NDT-Day,2026-08-03,69,18,14,4,0,0,0,0,0,0,0,18,18,0,4,0,,,,,19,8,10,13,"far-30+: accum_fill@69d=0.31, raw_proj=17.5, capped@2.5x_pos_avg, blended_with_pos_avg=10.5 (prior_weight=0.67)",0.49,below
2026-05-26,NDT568NC,NDT-Night,2026-08-03,69,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,,,,,1,4,6,8,"far-30+: accum_fill@69d=0.31, raw_proj=3.2, blended_with_pos_avg=6.4 (prior_weight=0.67)",0.56,below
2026-05-26,NDT569,NDT-Day,2026-09-08,105,2,1,1,0,0,0,0,0,0,0,2,2,0,1,0,,,,,2,10,14,18,"far-30+: accum_fill@105d=0.10, raw_proj=20.0, blended_with_pos_avg=14.0 (prior_weight=0.67)",0.0,unknown
2026-05-26,NDT570,NDT-Day,2026-10-13,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,3,5,6,"far-30+: accum_fill@140d=0.10, raw_proj=0.0, blended_with_pos_avg=4.7 (prior_weight=0.67)",0.0,unknown
2026-05-26,NDT570NC,NDT-Night,2026-10-13,140,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,,,,,1,5,7,10,"far-30+: accum_fill@140d=0.10, raw_proj=10.0, blended_with_pos_avg=7.3 (prior_weight=0.67)",0.0,unknown
2026-05-26,NDT571,NDT-Day,2026-11-16,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,4,5,7,"far-30+: accum_fill@174d=0.10, raw_proj=0.0, blended_with_pos_avg=5.3 (prior_weight=0.67)",0.0,unknown
2026-05-26,NDT572,NDT-Day,2027-01-04,223,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,,,,,1,4,6,8,"far-30+: accum_fill@223d=0.10, raw_proj=10.0, blended_with_pos_avg=6.0 (prior_weight=0.67)",0.0,unknown
2026-05-26,NDT572NC,NDT-Night,2027-01-04,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,1,1,2,"far-30+: accum_fill@223d=0.10, raw_proj=0.0, blended_with_pos_avg=1.3 (prior_weight=0.67)",0.0,unknown
2026-05-26,NDT573,NDT-Day,2027-02-08,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,4,5,7,"far-30+: accum_fill@258d=0.10, raw_proj=0.0, blended_with_pos_avg=5.3 (prior_weight=0.67)",0.0,unknown
